id	rate	adopt
02050	0.653838158503024	2.37934092256445
02070	0.200470588235294	0.140870069899729
02090	0.319850719620064	1.87294195869929
02100	0.112571428571429	0.220739587989559
02130	0.547683542461859	0.868152647885766
02170	0.483109882951226	0.747189210044397
02180	0.533278103754014	1.49613729410746
02261	0.375890285848966	1.37494573874852
02290	0.391024898987393	4.43602612272479
01001	0.314774517177017	8.91430619149462
01003	0.220414253603787	37.4932543690933
01005	0.313186184812443	0.456888044153661
01007	0.487292187162641	0.402560332509955
01009	0.507817185137635	0.274965061659256
01011	0.163488657265481	0.292408348258343
01013	0.278835274542429	0.114521038660012
01015	0.451868554206127	1.30857568305395
01017	0.471094270778515	0.438897093184552
01019	0.324480894965553	1.83677458454025
01021	0.355749992874854	0.519018184164188
01023	0.47094194101264	0.948917164377084
01025	0.419067233950299	0.467840838370782
01027	1.30398517145505	0.0182898446552044
01029	0.362932912628653	0.118494844627867
01031	0.311739313790461	1.72792037742901
01033	0.415279687894693	0.655942492792832
01035	0.146203084084958	0.0425739893360672
01037	0.429499467518637	0.548096369957742
01039	0.44962586480268	0.996109943409652
01041	0.332083333333333	0.134790249042315
01043	0.295196698351662	0.363308185250844
01045	0.279450302181703	2.66910108496041
01047	0.571461443619042	2.2027216982093
01051	0.304912153825944	1.09184141401422
01053	0.779700980874586	1.76036270513177
01055	0.347664001747073	1.08308756229025
01057	0.511170171789539	0.345990154624504
01059	0.536886418441166	0.273845272726419
01061	0.299031796413409	1.05515304895432
01063	0.491343094942299	2.83973229967078
01065	0.497554911701114	2.60407209559602
01067	0.406643450308063	0.511400829151211
01069	0.353324188468446	0.297494433431592
01071	0.413865533840434	0.962869221245059
01073	0.491992059397428	0.900744388759012
01075	0.465819342015796	0.320416969282693
01077	0.321811493372795	0.476375852411696
01079	0.519581171478673	0.591051131242313
01081	0.225039310954757	0.830025261638398
01083	0.262572120422949	13.9018157028884
01085	0.32480065682359	1.97452525309441
01087	0.228713621118684	0.422699142890461
01089	0.20978275989851	0.738955938320093
01091	0.594708961341994	1.37577092779081
01093	0.414558781258982	0.267588151062877
01095	0.300242202928792	0.319505371144347
01097	0.368731309690075	5.5767696713701
01099	0.480041549191275	0.243279939063241
01101	0.298290901468857	0.288114145658325
